news,code
"[KBS 강릉]강원도 주요 정책을 새정부의 국정과제로 반영시키기위한 대책단이 꾸려집니다.

강원도는 조만간 가칭 '새정부 국정 과제화 대책단'을 꾸려 최근 출범한 대통령직인수위원회에 강원지역 공약이 반영되도록 대응할 계획입니다.

이를 위해 실국별로 공약 실행을 위한 세부 계획을 만들고, 강원연구원과 강원테크노파크 등 전문가들로 외부협력단을 구성하기로 했습니다.

박상용 기자 (miso@kbs.co.kr)",사회
"[KBS 강릉]산불로 큰 피해를 입은 동해안 주민을 위한 성금이 잇따라 답지하고 있습니다.

강원도청 공무원들은 오늘(21일) 강원도사회복지공동모금회에 동해안 산불 피해 주민들을 위해 성금 4,000만 원을 기부했습니다.

강원기자협회도 최근 동해안 산불 이재민 성금 100만 원을 동해시에 기탁했습니다.

박상용 기자 (miso@kbs.co.kr)",사회
"[KBS 강릉]동해시 산불 이재민을 위한 임시 주거시설이 마련돼, 입주가 시작됐습니다.

동해시는 오늘(21일) 이재민 2가구가 임시 주거시설에 입주한 데 이어, 다음 주까지 임시 주거시설 21동을 설치해, 이재민들에게 공급할 예정이라고 밝혔습니다.

임시 주거시설은 27제곱미터 규모 조립식 주택으로, 화장실과 전기 난방·온수시설 등을 갖췄습니다.

탁지은 기자 (tje1225@kbs.co.kr)",사회
"[KBS 강릉] [앵커]

김한근 강릉시장이 대규모 개발사업 추진을 통해 친인척 소유 땅에 특혜를 주고 있다는 주장이 제기됐습니다.

김 시장측은 말도 안되는 소리라며, 강하게 반발하고 있습니다.

탁지은 기자의 보도입니다.

[리포트]

강릉시 구정면 일대입니다.

물류거점단지 조성과 도로 개설 등 다양한 개발사업이 활발히 추진되고 있는 곳입니다.

더구나, 축산시범단지 사업 등으로 기존 축사들이 정리되면서 지역 가치가 커지고 있습니다.

그런데, 이 일대에 김한근 강릉시장의 친인척과 지인의 땅이 많이 산재해 있어 논란이 되고 있습니다.

정의당 강릉시위원회는 김 시장 취임 이후 구정면에 각종 개발사업이 집중되고 있어, 특혜 의혹이 있다고 주장합니다.

[임명희/정의당 강원도당 대변인 : ""이 부근에 인근 개발이 이뤄지고 있다면 이것은 분명한 친인척 개발 특혜를 준 공직자 윤리 위반으로 볼 수 있다는 것이고….""]

김 시장 친인척이 2007년 구정면 땅을 집중 매입했고, 현재 친인척과 지인들이 24,000여 제곱미터의 토지를 갖고 있다는 점을 근거로 제시했습니다.

또, 해당 토지의 형질 변경과 자경 여부 등 3가지 의혹을 제기하고, 해명을 요구했습니다.

김한근 강릉시장은 정의당이 지방선거를 앞두고 무책임한 의혹 제기를 하고 있다며, 강력히 규탄했습니다.

땅 주인들도 특혜성 개발행위 의혹 제기에 황당하다는 입장입니다.

[김기언/김한근 시장 친척 : ""땅값이 그렇게 올랐으면 아버지가 3억 짜리 집에서 살고 있겠냐고요. 말이 안되잖아요, 우리 아버지 어머니 명의도 포함되어 있는데….""]

정의당의 개발사업 특혜 의혹 제기에 대해 김 시장측이 강력하게 반발하고 있어, 양측의 공방이 어떻게 진행될지 관심이 쏠리고 있습니다.

KBS 뉴스 탁지은입니다.

촬영기자:박영웅

탁지은 기자 (tje1225@kbs.co.kr)",사회
"[KBS 강릉]코로나19 확산이 지속되면서, 강원 동해안 봄꽃축제가 올해도 대부분 취소될 전망입니다.

강릉시는 매년 봄철에 열리는 경포벚꽃잔치를 2020년과 지난해에 이어, 올해까지 3년 연속으로 개최하지 않는다고 밝혔습니다.

삼척시도 근덕면 맹방리 일원에서 열리던 맹방유채꽃축제를 개최하지 않기로 했습니다.

한희조 기자 (gmlwh1010@kbs.co.kr)",사회
"[KBS 강릉]지난 주말 동안 감소세를 보이던 강원도 내 코로나19 확진자 수가 다시 만 명을 넘었습니다.

오늘 오후 9시 기준 강원도 내 18개 모든 시군에서 확진자 10,066명이 새로 나왔습니다.

시군별로는 원주 2,700여 명, 춘천 1,700여 명, 강릉 1,500여 명, 동해 800여 명, 속초 500여 명 등입니다.

한희조 기자 (gmlwh1010@kbs.co.kr)",사회
"오늘 오후 5시쯤 강릉에서 약 40km 떨어진 동해바다에서 조업 중이던 20대 베트남인 남성의 손가락이 절단됐습니다.

신고를 받은 동해해경청은 헬기를 현장으로 보내 한 시간 만인 저녁 6시쯤 남성을 강릉으로 이송했습니다.

남성은 저녁 6시 반쯤 강릉 공군기지에서 대기 중인 구급차에 실려 근처 병원으로 이송된 것으로 알려졌습니다.

이강진 기자 (strongeq@mbc.co.kr)

기사 원문 - https://imnews.imbc.com/news/2022/society/article/6352109_35673.html",사회
"강원도·강원대학교는 21일 '지자체-대학 협력기반 강원지역 혁신사업(강원 RIS사업)' 추진을 위한 지역협력위원회 회의를 가졌다.

이날 회의에서는 총괄운영센터장 임명안, 강원 지역혁신 플랫폼 운영 규정안, 지역 외 지역혁신기관 참여 승인안, 강원지역 혁신사업 사업계획서 심의안 등에 대해 심의·의결했다.

RIS사업에는 강원대학교(총괄대학)와 강원도를 중심으로 도내 15개 대학과 지역 혁신기관 및 기업이 참여한다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"이수지 작가. /사진=연합뉴스



그림책 '여름이 온다'의 이수지 작가가 2022년 한스 크리스티안 안데르센상 일러스트레이터 부문 수상자로 선정됐다. 안데르센상은 '아동문학계 노벨상'으로 불린다.

21일(현지시간) 국제아동청소년도서협의회(IBBY)는 이탈리아 볼로냐 국제아동도서전 개막에 맞춰 가진 기자회견에서 이같이 밝혔다. 한국 작가가 안데르센상을 받은 것은 이번이 처음이다.

이 작가는 앞서 2016년에도 한국 작가 최초로 안데르센상 일러스트레이터 부문 최종 후보에 올랐지만 수상은 아쉽게 불발됐다.

안데르센상은 19세기 덴마크 출신 동화작가인 한스 크리스티안 안데르센을 기념하기 위해 1956년 만들어진 상이다.

2년 마다 아동문학 발전에 지속해서 공헌한 글·그림 작가를 한 명씩 선정해 시상하고, 작가의 모든 창작물을 대상으로 하기 때문에 아동문학계 최고의 권위를 인정받는다.

미국과 유럽에서 이름을 알린 이 작가는 지난달 '여름이 온다'로 '그림책의 노벨상'으로 언급되는 '볼로냐 라가치상' 픽션 부문 '스페셜 멘션(우수상)'에 선정되기도 했다.

이보배 한경닷컴 객원기자 newsinfo@hankyung.com",사회
"[앵커]

최근 기름값이 천정부지로 뛰어올랐죠?

한 달에 많게는 수백만 원어치씩 기름을 넣는 화물 노동자들에게는 큰 부담일 수밖에 없는데요.

기름값 폭등으로 생계를 위협받고 있다며 화물 노동자들이 정부에 대책 마련을 요구하고 나섰습니다.

김혜린 기자의 보도입니다.

[기자]

최양준 씨는 20년째 25톤 대형 화물차를 운행해왔지만, 요즘처럼 주유소 가는 게 부담됐던 적은 없습니다.

지난달 말 천5백 원대였던 경유 평균가격이 천9백 원대까지 올랐기 때문입니다.

한 달 4백만 원 정도 들던 기름값도 6백만 원대까지 껑충 올랐습니다.

[최양준 / 화물차 운전기사 : 지금은 50만 원가지고 다 못 채우고요, 최소한 60만 원은 넣어야 한 3일 정도 운행합니다. 지금 현재로써는 (기름값으로 적자가 나서) 차를 세우시는 분도 있고, 그 경계점에 다다른 것 같아요.]

기름값으로 나가는 돈이 부쩍 늘다 보니 수입도 그만큼 줄어들 수밖에 없습니다.

화물노동자의 한 달 평균 수입은 340여만 원.

오른 기름값에 보험료와 차량 유지비, 차량 할부금 등을 빼고 나면 수입은 반 토막 아래로 뚝 떨어집니다.

[이재성 / 물차 운전기사 : 한 달 평균 잡아서 (기름값이) 2백씩 더 들어가는 거죠. 급유뿐 아니라 물차들이 거의 다 노후 돼서 차도 고장이 많이 나고 수리비도 많이 들어가고….]

정부가 대책으로 내놓은 유류세 인하 정책도 화물 노동자들에게는 크게 와 닿지 않습니다.

유류세가 20% 인하된 만큼 화물노동자에게 리터당 350원 정도씩 지급되던 유가 보조금도 110원가량 깎였기 때문입니다.

[이봉주 / 공공운수노조 화물연대본부 위원장 : 할부를 못 내 차량을 뺏길까 두려워 울며 겨자 먹는 심정으로 손해를 감수하며 도로를 달리고 있습니다.]

견디다 못한 화물노동자들은 기름값이 오른 만큼 운송료도 인상할 수 있도록 정부에 대책 마련을 촉구하고 나섰습니다.

컨테이너와 시멘트 운송의 경우 3개월에 한 번씩 기름값에 따라 변동된 운임 기준을 고시하도록 한 안전운임제가 시행되고 있는데 이를 모든 품목으로 확대해달라는 겁니다.

[박재석 / 공공운수노조 화물연대본부 사무처장 : 늦기 전에 유가 변동 폭을 충분히 메꿀 수 있도록 안전운임제의 전 차종·전 품목 확대, 일몰제 폐지를 통한 전면 실시를 확정해야 한다.]

끝날 줄 모르는 기름값 고공행진에 당장 생계를 위협받는 화물노동자들은 대기업 화주들에게도 운송료 인상을 통해 고통을 분담해달라고 호소했습니다.

YTN 김혜린입니다.

YTN 김혜린 (khr0809@ytn.co.kr)

※ '당신의 제보가 뉴스가 됩니다'

[카카오톡] YTN 검색해 채널 추가

[전화] 02-398-8585

[메일] social@ytn.co.kr",사회
"[경향신문]

윤석열 대통령 당선인이 검찰 관련 공약의 핵심으로 내세운 법무부 장관 수사지휘권 폐지에 대해 대검찰청이 찬성한다는 의견을 낸 것으로 확인됐다. 검찰을 통제하는 장치인 법무부 장관의 수사지휘권에 대해선 이전부터 검찰 내부에서 비판적인 의견이 있었다. 그러나 검찰에 대한 민주적 통제를 중시하는 문재인 정부가 임명한 검찰총장 휘하의 대검이 공식적으로 반대 의견을 제시한 것을 두고 윤 당선인과 코드를 맞추려는 것이라는 관측이 나온다.

21일 경향신문 취재 결과 대검은 24일 예정된 법무부의 대통령직인수위원회(인수위) 업무보고를 앞두고 최근 법무부 장관의 수사지휘권 폐지가 필요하다는 입장을 법무부에 전달했다.

대검은 법무부 장관이 일반적인 지휘·감독권이나 인사권을 통해 검찰을 통제할 수 있는데도 구체적인 사건에서 구속 또는 기소 여부에 관해 검찰총장을 지휘·감독하는 것은 검찰의 독립성 및 정치적 중립성에 부합하지 않는다고 주장했다.

대검의 의견은 김오수 검찰총장의 승인을 거쳐 법무부에 전달됐다. 다만 대검은 법무부의 입장과 차이가 있는 만큼 인수위 보고 전까지 법무부와 계속해서 협의를 진행할 방침이다.

윤 당선인은 후보시절이던 지난달 14일 “문재인 정부에서 3차례 수사지휘권을 발동했지만 그 기준과 내용이 법과 원칙보다 정치적 압력과 보은에 가까웠다”며 수사지휘권 폐지를 공약했다. 윤 당선인은 검찰총장 재직시절, 추미애 전 법무부 장관의 수사지휘권 발동으로 라임자산운용 사건 등의 수사지휘 라인에서 배제된 바 있다. 당시 법무부 장관의 수사지휘가 검찰의 정치적 중립성을 침해한다는 논란이 제기됐다.

그러나 법무부 장관의 수사지휘권은 검찰권 남용 방지를 위한 최소한의 통제장치로 도입됐다. 검찰에 대한 선출권력의 책임성을 보장하기 위한 장치인 셈이다. 수사지휘권이 폐지되면 검찰에 대한 민주적 통제 장치가 사라질 수 있다는 지적도 나온다. 법무부가 대검 의견을 포함해 인수위에 보고할지 등은 아직 정해지지 않았다. 검찰 안팎에서는 법무부가 하나의 입장만을 내세우는 대신 윤 당선인의 공약 추진 시 문제점과 부작용, 애로 사항 등을 전체적으로 보고 내용에 담지 않겠냐는 예상도 나온다.

이효상 기자 hslee@kyunghyang.com",사회
